Recency,Frequency,Monetary
16,4,839.14
21,15,10027.18
534,1,320.0
577,1,246.54
652,1,200.43
394,2,854.15
78,6,1876.23
64,1,90.6
360,4,548.76
2,6,2427.32
10,4,745.06
175,3,674.45
217,14,12823.521
6,12,6640.68
1,2,439.92
153,3,544.0699999999999
4,5,1019.27
417,3,458.25
379,8,4709.2300000000005
78,6,1064.77
20,2,230.22
391,1,538.4
21,3,362.8
307,17,2860.57
386,2,438.9
476,3,996.61
434,1,384.26
145,2,166.3
422,1,123.66
6,35,12973.460000000001
385,2,846.55
18,14,4667.57
70,2,190.25
286,1,264.7
48,2,677.72
30,12,5256.4
206,4,1192.3600000000001
410,1,519.8100000000001
14,2,196.79
72,7,3379.93
59,5,768.8199999999999
415,1,331.14
38,9,3954.29
29,21,6753.89
26,12,1893.8
3,22,10020.86
16,1,320.46
379,2,682.54
19,8,4757.8
65,5,2026.06
212,1,311.3
11,6,852.88
29,3,219.5
42,19,6775.71
3,6,2274.14
14,14,3902.01
385,2,895.76
518,3,376.46
446,3,566.7
9,29,9502.26
210,5,2046.34
45,9,4228.85
133,2,529.73
732,1,209.41
42,11,6258.45
9,5,2874.72
115,7,2196.67
512,1,79.48
431,1,509.04
197,3,1099.91
564,2,445.15
479,2,457.82
277,1,328.8
109,5,1084.57
76,3,1948.21
52,1,917.34
161,11,11403.41
570,1,229.75
644,1,367.15
46,3,1421.61
16,4,1249.01
154,7,1716.58
224,2,792.15
6,2,584.07
121,3,645.74
464,8,4057.9
470,2,713.11
60,1,104.82
549,3,10396.5
62,2,467.66
17,20,7521.8
6,44,39019.51
1,16,4546.41
554,1,109.44
21,3,648.89
28,9,2794.75
284,1,626.65
175,6,836.95
77,5,3069.88
32,2,267.28000000000003
40,35,12523.81
265,1,141.41
724,1,431.98
490,2,302.59999999999997
26,10,3077.7
108,16,10986.63
283,1,154.99
8,14,3968.11
304,3,748.69
16,13,13023.4
31,2,746.36
0,37,21770.98
19,2,466.66
123,4,572.3
64,1,92.46000000000001
105,3,1520.96
0,23,8152.71
23,22,8346.66
462,2,469.19
266,1,183.6
4,30,8898.24
506,3,917.4300000000001
9,24,25585.65
437,9,22710.2
28,15,3260.24
388,3,891.02
266,1,152.55
63,2,374.7
319,4,1516.72
514,2,225.81
684,1,321.6
3,8,1437.57
666,1,390.85
31,1,151.04
622,1,219.4
4,6,1734.87
128,1,118.67
40,6,615.08
101,9,1553.47
124,2,618.73
32,5,1115.68
301,10,4867.57
364,2,413.36
3,11,1082.19
511,1,150.5
1,33,9720.67
462,1,39.95
2,3,829.47
9,16,64036.8
56,1,158.75
324,1,76.32000000000001
653,2,9530.08
7,24,7229.45
11,1,433.86
439,1,311.77
722,1,2.95
3,17,65164.79
480,2,422.86
36,1,147.35
15,20,5750.91
137,1,191.95
73,13,9961.93
4,5,1105.8799999999999
664,1,0.0
154,5,743.53
238,5,5988.83
736,1,214.8
51,11,4877.3
30,4,1044.96
72,1,144.2
3,33,12987.95
13,4,692.85
22,13,5834.59
3,16,7092.610000000001
273,7,1364.09
501,2,622.67
19,5,1382.74
143,1,90.0
428,1,458.45
375,2,183.37
3,4,2780.15
405,3,362.42
732,1,436.18
83,1,419.58
10,3,2720.63
7,4,1172.46
122,6,1900.0800000000002
60,3,924.21
1,9,2591.34
318,4,1858.77
648,1,168.22
1,11,3586.0299999999997
129,4,911.14
382,15,11123.35
1,24,8839.67
400,5,1570.81
695,1,332.7
1,2,965.88
45,4,1086.8
3,2,935.05
2,4,915.13
372,2,671.34
133,1,115.8
485,1,30.6
46,7,7600.05
8,12,9450.3
77,9,2590.2
233,2,466.29
220,1,446.62
35,2,658.64
672,2,679.45
74,7,1997.34
482,1,233.39999999999998
238,8,6460.7
265,1,118.75
9,156,313437.62
19,5,978.69
39,1,507.65999999999997
19,20,7860.8
609,7,8421.47
215,7,2996.93
173,2,289.36
86,5,2594.62
70,2,1631.77
275,1,120.44
504,2,251.15
38,8,1274.29
420,2,370.45
430,2,621.51
374,3,570.18
97,2,498.79
604,3,369.02
10,6,586.0
32,1,134.46
59,8,7678.88
296,5,756.46
85,13,2209.69
8,7,1600.26
40,2,701.57
10,33,6117.5
410,2,308.35
443,4,678.77
410,2,278.34000000000003
66,1,452.89
330,1,197.65
426,5,1550.6299999999999
473,1,123.5
30,6,2054.36
1,16,5503.15
665,1,79.9
1,15,4817.66
387,1,293.74
67,3,1210.19
4,36,18670.59
201,6,2615.6
106,1,335.52
410,1,390.05
17,9,1569.73
217,4,1091.7
616,1,379.2
59,10,1193.54
380,3,847.76
396,1,339.34
1,4,1024.83
16,9,2414.2
238,3,1185.01
687,1,157.8
94,2,567.05
10,15,4993.27
105,16,5556.570000000001
52,18,4402.29
89,2,2190.14
404,1,1192.2
30,5,1004.38
11,9,3250.33
2,5,2150.04
1,23,3298.59
42,1,169.48000000000002
3,3,633.83
246,4,1515.0
41,17,6517.49
176,1,683.17
91,3,991.13
109,9,1841.71
434,4,2031.07
28,6,2985.13
25,15,6368.71
437,3,745.5
51,7,2594.04
435,3,979.8000000000001
183,4,1235.6200000000001
42,5,2048.07
48,7,2904.27
21,4,754.12
74,9,4717.99
80,5,1555.34
372,2,471.14
325,3,434.23
42,21,4263.17
29,3,1247.49
183,2,333.7
234,2,280.55
8,17,7217.75
660,1,366.41999999999996
219,2,1693.45
110,3,1474.06
277,5,753.56
317,3,1032.95
410,12,5400.461
6,3,1904.05
1,5,2879.7000000000003
380,1,350.99
492,2,363.40000000000003
432,1,601.03
545,1,1000.63
259,5,2460.79
63,9,5954.45
8,25,32051.34
141,1,120.0
470,3,824.28
50,2,1163.45
7,8,2618.23
422,1,322.93
154,6,1517.3600000000001
108,4,1373.35
427,1,40.56
162,3,1516.24
470,1,354.85
438,1,295.73
331,1,492.65000000000003
225,2,214.18
73,4,920.81
50,4,559.97
685,1,256.6
395,6,1189.3799999999999
98,7,2102.68
14,9,17197.61
409,1,205.83
520,2,191.86
196,1,134.04
407,1,245.15
2,25,7250.76
462,4,628.4399999999999
30,3,1299.65
20,8,3284.42
23,7,8479.76
7,3,176.63
212,1,426.6
8,6,911.26
10,8,4516.56
1,23,7904.099999999999
7,16,9226.25
2,9,2903.01
406,1,375.34000000000003
39,5,2362.91
420,2,456.4
17,4,1305.33
7,82,91194.49
7,27,14070.25
18,1,43.2
116,4,1992.18
430,3,742.9000000000001
406,2,277.94
222,3,1725.01
70,3,1858.96
50,6,3151.4
88,10,4287.92
548,2,1147.02
7,11,3780.81
432,1,492.1
242,2,516.45
46,11,3090.29
106,2,229.79999999999998
44,8,3197.82
421,5,1370.34
64,1,508.58
459,1,158.02
423,1,494.85
206,5,1346.75
10,7,2218.06
428,4,474.1
114,2,605.0600000000001
409,2,701.61
569,1,245.48000000000002
241,3,940.98
162,6,1894.93
437,1,445.05
16,15,9887.62
623,1,200.63
123,2,462.65999999999997
22,5,1917.41
67,1,415.2
16,12,4318.48
15,2,454.86
16,4,1614.91
160,3,928.1
242,2,620.27
218,1,134.7
44,18,4452.02
20,6,918.44
420,4,1079.66
126,20,2993.05
38,1,108.97999999999999
120,5,2315.75
736,1,82.60000000000001
259,1,409.57
9,1,133.5
273,3,972.03
164,1,51.0
156,4,1078.96
214,3,376.5
5,2,163.62
365,3,840.05
79,2,701.23
42,1,225.12
388,2,400.06
18,3,912.18
31,4,2118.03
578,1,214.70999999999998
21,1,151.5
401,2,227.47000000000003
108,8,3717.35
394,2,634.68
524,1,136.0
7,16,9227.82
319,1,155.0
641,2,469.13
450,6,1175.78
294,1,100.5
442,2,860.08
357,1,76.55
540,1,108.0
184,3,1106.82
682,1,215.46
190,2,617.05
621,1,131.25
43,4,1265.16
681,1,48.96
51,2,625.94
25,2,1193.63
37,3,1247.69
500,1,58.5
8,3,202.10999999999999
296,1,142.4
32,3,1727.6
9,16,6388.2
64,5,1898.01
9,13,6150.03
576,1,135.6
431,1,266.4
217,1,67.95
564,1,93.8
1,20,7801.93
64,7,1969.38
2,19,2612.96
400,2,707.79
393,8,2108.21
148,3,1732.47
3,22,6795.9
651,1,285.6
129,6,1880.51
33,13,2724.13
386,1,195.0
118,1,156.75
106,6,2157.73
10,11,4102.27
70,9,3427.29
91,11,2631.9
310,1,1063.0
42,3,1426.19
361,4,764.52
91,8,2399.33
0,23,11980.09
21,2,490.22
387,1,524.65
3,3,1937.25
10,7,1254.64
98,4,1639.17
56,6,2469.37
0,19,10271.52
217,3,916.61
17,1,322.08
434,3,661.39
23,17,11727.94
49,4,1263.52
6,5,1224.06
403,1,516.28
511,3,1220.9
302,4,2614.2
9,6,2248.5
465,1,280.7
21,6,1372.8
501,1,90.42
98,2,271.7
365,5,873.34
305,1,131.9
319,5,9443.04
7,13,5982.03
0,11,4611.6900000000005
204,7,5367.02
53,5,2082.97
455,1,120.44
455,1,221.65
0,5,1200.28
18,6,1711.73
8,2,375.35
18,8,2230.96
180,7,1128.44
59,12,3258.68
10,4,658.95
189,1,119.93
375,5,977.3000000000001
431,4,617.72
4,9,3017.28
310,1,113.64
380,1,228.07
154,2,5375.741
109,9,1093.5
147,13,6676.91
65,12,2242.81
97,4,786.5699999999999
567,2,111.0
246,11,3925.85
28,13,4267.15
17,12,2203.2400000000002
733,1,204.24
415,4,2093.46
11,3,712.04
590,2,400.95
103,9,2118.72
73,2,234.34
45,2,1258.89
71,4,1151.15
256,1,193.0
19,7,1969.6
381,4,1276.66
253,4,1124.71
10,4,1299.52
164,5,2284.69
17,12,4306.72
281,2,257.1
49,4,1070.98
38,1,162.8
511,2,175.5
26,7,1266.27
67,1,1064.28
206,4,1574.93
405,2,1273.47
174,2,340.93
429,7,1921.91
6,10,5087.86
25,3,401.46
50,3,174.8
311,7,2363.89
308,2,697.0600000000001
42,10,3900.83
25,7,2101.79
87,3,356.85
183,2,251.21
19,11,2429.83
2,6,3543.26
46,4,673.26
16,19,11879.08
16,7,2960.25
23,11,3216.7400000000002
21,5,822.92
533,1,110.95
375,3,979.85
10,5,1314.81
187,7,1215.97
100,6,788.01
60,9,4380.04
17,12,3724.06
515,1,151.17
32,2,330.45
63,1,174.37
683,2,203.14
1,2,270.6
490,1,199.45000000000002
23,8,1748.42
107,1,241.09
31,13,2909.86
19,17,8026.54
388,1,258.65
2,122,27246.88
36,1,364.21999999999997
59,3,578.61
25,16,6088.87
479,1,376.34
235,11,3845.78
24,11,3466.37
2,26,6187.66
59,9,5973.2300000000005
259,1,170.95
57,2,641.4
64,5,1370.8400000000001
15,2,537.48
9,11,3709.64
58,14,2491.38
185,1,103.25
28,39,14587.87
23,3,2938.53
673,1,349.25
4,11,5184.84
3,8,3974.75
150,9,2541.29
310,4,913.6
10,4,1345.06
17,7,878.09
151,3,507.93
18,9,1818.6
9,4,2279.4900000000002
56,6,2304.03
595,3,815.69
84,1,788.38
653,3,655.5
389,1,75.6
6,44,6114.03
75,3,1080.76
3,26,6638.150000000001
509,2,640.54
434,2,2605.62
95,5,3859.2200000000003
110,4,4092.0
56,2,1530.3600000000001
434,1,919.7
0,4,597.33
280,3,613.75
424,1,160.0
2,11,5526.88
179,13,2163.12
732,1,143.70000000000002
487,1,420.22
371,1,35.400000000000006
12,7,1364.15
2,1,168.63
431,1,105.56
517,1,14.85
16,2,409.65
40,1,114.11
5,8,1660.29
168,8,1738.16
49,5,1143.27
276,1,237.35999999999999
18,9,1580.29
577,1,135.39
371,1,39.75
424,20,2993.37
14,4,1320.21
34,3,557.94
21,12,3665.53
6,2,363.33
19,8,2164.45
626,1,222.22
10,6,2184.63
43,2,384.04
389,2,457.89
305,2,865.17
10,1,213.96
655,1,205.36
274,1,660.0
632,1,143.85999999999999
373,4,921.5600000000001
0,192,29951.37
15,22,23763.13
3,11,3352.94
71,10,1486.2
395,2,24.35
443,2,604.3299999999999
414,1,877.7
679,1,76.32000000000001
385,1,295.13
393,5,951.76
242,5,527.78
402,2,190.47
8,7,1342.32
245,2,1291.24
205,2,412.78000000000003
0,9,3000.57
184,1,320.58000000000004
31,10,2016.98
56,6,814.0699999999999
195,11,4497.88
23,11,5410.92
378,1,462.75
90,5,1998.0
3,2,955.26
483,1,338.65
50,6,2025.69
262,1,114.56
265,1,344.90000000000003
437,4,2124.46
453,1,215.22
35,2,609.85
676,1,106.67999999999999
50,1,443.6
51,9,4978.96
23,10,3649.36
21,1,110.46
58,1,96.12
169,5,1679.89
67,7,2247.72
156,3,876.89
1,152,528602.52
200,2,506.04
415,15,4466.65
4,9,3651.19
588,1,62.5
66,9,2025.52
76,1,114.18
0,12,3593.06
737,1,246.86
7,7,3878.51
168,5,790.0
17,6,1450.19
4,2,247.15
8,9,2529.93
86,2,285.74
26,1,107.95
28,7,1376.43
429,2,490.6
19,2,636.24
60,7,2749.65
23,1,195.25
10,54,20395.34
444,1,111.63
241,7,3216.78
279,3,583.33
548,2,1127.45
234,4,1113.14
2,7,3037.32
508,1,173.66
15,2,1015.58
30,12,8356.79
592,1,184.91
578,1,403.39
381,3,1289.44
24,58,55688.5
70,6,875.1500000000001
187,6,1514.81
587,1,146.56
25,6,1430.03
575,8,4536.64
413,5,852.53
106,3,1402.06
7,28,7190.42
208,1,112.80000000000001
43,4,777.6800000000001
30,5,2114.33
136,12,1715.1399999999999
264,7,1165.3600000000001
616,1,244.31
518,3,1534.22
3,8,2473.28
217,2,188.61
1,5,1217.27
213,4,702.6
31,5,3076.06
10,15,4487.11
0,29,6368.78
14,1,318.17
10,11,1752.92
198,1,179.0
618,1,367.54
435,2,139.2
2,5,1793.22
14,25,8886.33
13,13,1899.79
9,11,2839.62
28,4,1328.0700000000002
8,21,5115.76
23,4,906.24
24,8,1825.45
42,3,543.28
732,1,81.3
409,1,226.42
1,5,1581.84
5,3,663.81
378,1,109.07
146,3,489.52
9,11,1803.06
589,1,341.9
24,4,1252.74
654,1,116.5
273,3,463.72999999999996
412,1,190.58
373,3,586.24
0,8,1897.57
46,3,380.02
7,19,5517.07
15,15,14335.15
425,4,1056.42
3,56,12240.16
484,2,374.05
3,4,3554.17
42,9,1821.9
3,25,11573.62
196,11,4161.06
11,7,1713.09
434,1,579.85
592,1,50.48
15,14,3660.08
112,12,2551.41
405,4,593.5
248,1,328.2
28,10,2681.9
479,1,310.15
735,1,112.03
683,2,126.45
43,1,389.64
86,2,869.51
44,6,1547.93
9,25,9972.550000000001
14,3,2653.76
74,1,420.5
144,7,2864.97
4,3,1625.97
296,1,89.2
58,3,447.92
263,2,417.57
46,1,278.3
28,3,254.11
7,11,6375.73
473,1,382.81
16,2,192.60000000000002
2,17,15514.11
231,8,3637.64
620,2,594.62
111,1,139.26
592,1,140.55
528,1,241.45
57,3,1011.9
50,15,3708.2999999999997
403,1,307.56
126,2,730.86
280,3,386.15
54,2,447.68
319,1,200.10000000000002
658,1,307.3
25,3,449.93
9,2,77.4
549,1,90.96
470,1,110.65
6,3,1156.32
28,1,197.64
16,10,2526.62
606,1,303.63
63,1,6.2
20,2,625.9
2,10,1953.9
165,1,131.45000000000002
0,27,10169.33
506,1,300.31
52,8,724.31
50,2,338.15
47,17,7191.33
60,1,189.34
437,2,1502.98
161,3,845.5500000000001
8,1,353.27
14,7,1082.55
74,2,303.43
390,2,504.14
39,8,2718.6
620,2,686.76
40,13,2354.03
386,1,170.5
598,1,178.85
369,4,888.91
580,1,154.21
36,2,778.5
196,1,271.85
199,7,3959.86
73,6,1153.56
63,4,456.41
20,9,1274.76
366,7,1230.15
484,1,157.7
179,3,321.43
9,10,4022.91
3,24,4735.08
581,2,385.2
664,1,0.0
196,13,9839.460000000001
28,7,1455.8700000000001
52,1,188.88
679,3,1676.57
629,1,322.69
498,1,94.8
17,7,2206.16
528,2,297.0
9,3,102.44999999999999
89,9,3460.32
422,2,769.9200000000001
417,3,915.28
267,2,362.71
52,14,7163.0
43,4,2824.69
436,1,211.79999999999998
63,10,6702.43
599,1,150.0
426,1,437.4
148,3,1348.95
404,1,310.56
21,43,15407.61
311,7,1770.96
22,3,829.41
57,18,6132.43
23,5,1376.87
77,11,4303.06
118,7,6520.3
35,3,1290.53
59,7,3651.851
505,1,180.75
12,5,1705.64
18,1,170.32
51,10,1380.73
25,2,841.2
28,1,266.76
6,4,92.52
10,19,20746.54
185,16,2952.06
2,12,4184.01
8,6,2778.14
261,6,1838.95
2,9,1228.17
483,3,816.6
209,2,854.13
534,1,116.18
107,3,2862.4
520,2,256.7
417,2,425.85
12,25,4076.5
684,1,185.06
76,3,690.59
19,1,255.4
26,14,3546.65
18,6,761.59
668,1,120.6
131,3,1598.12
252,1,364.8
78,1,1862.0
206,1,369.2
335,1,135.9
253,3,817.25
147,4,1106.73
690,1,202.35000000000002
9,3,1809.6100000000001
84,3,1492.81
7,38,25119.54
204,8,1826.0
7,8,3140.54
22,14,3365.95
394,1,1331.38
521,1,13.919999999999998
10,12,1919.0
25,3,1035.6200000000001
20,5,2795.33
1,4,1630.49
157,8,1971.39
444,1,68.44
2,16,5547.72
73,2,381.9
436,3,1404.68
2,4,434.35
0,398,291420.81
16,6,1889.25
35,8,4073.13
90,11,1811.25
70,8,3042.95
596,2,1123.75
115,9,5955.81
538,1,359.35
212,3,1607.17
29,2,1316.07
393,2,843.74
50,1,749.1
245,3,931.01
381,2,359.4
396,1,308.2
627,1,223.91000000000003
31,2,836.69
108,6,5236.73
4,5,1257.68
365,2,666.13
443,4,1770.0
81,5,3503.5
296,2,2849.83
33,12,12410.81
56,3,1621.88
561,2,2322.43
417,2,531.49
578,1,182.1
401,4,746.56
662,1,107.62
29,19,9784.67
413,1,179.4
13,1,100.9
71,6,1049.79
22,6,1101.97
468,4,515.0
18,1,371.2
78,1,311.69
59,32,17629.35
24,4,971.32
11,2,462.12
732,1,163.77
420,1,1325.0
252,2,261.69
146,6,941.99
63,4,695.42
7,2,221.27
10,22,16410.15
270,4,366.91
9,12,3123.57
246,1,206.21
95,2,596.09
14,6,1064.26
49,6,1982.6100000000001
29,2,501.24
703,1,906.2299999999999
67,12,4919.35
34,3,1097.98
127,2,145.07
106,3,1314.45
36,1,89.94
56,2,472.39
56,7,790.86
725,1,31.929999999999996
71,10,3112.19
734,1,429.66
736,1,150.68
245,2,372.92
571,1,237.78
688,1,183.20000000000002
18,6,1260.51
197,2,292.01
375,2,563.1
15,8,1550.6499999999999
211,7,2038.65
661,1,342.4
611,2,304.17
429,1,314.67
441,1,210.5
563,1,36.13
381,5,946.72
38,2,231.98000000000002
480,2,442.28999999999996
45,4,776.5999999999999
169,4,753.18
592,1,129.48000000000002
47,1,490.52
393,2,199.10999999999999
115,9,4138.08
472,6,1027.03
146,1,1220.77
15,56,13754.58
50,2,757.78
158,1,156.91
479,2,360.0
11,3,1259.43
35,1,308.94
395,2,416.6
53,3,646.26
487,10,1610.82
42,2,257.67
500,13,2354.97
172,5,620.89
33,1,125.58
38,3,496.21
266,1,252.81
378,1,198.47
8,12,2500.59
11,5,1133.44
2,20,11578.65
9,16,3559.39
32,2,979.79
79,5,1048.89
30,10,3195.6
7,6,962.94
619,1,365.1
71,8,1979.91
3,14,3102.94
255,8,11010.05
4,10,2557.18
15,14,8231.2
89,1,252.73000000000002
71,3,429.56
375,2,397.76
58,9,1146.53
9,93,39141.48
541,1,7.49
169,2,289.4
198,2,315.45
30,6,2870.3199999999997
18,35,16024.15
151,2,735.66
8,25,7623.79
269,1,343.62
64,4,381.0
273,1,121.17000000000002
24,5,4087.19
22,9,3926.91
318,1,207.73000000000002
4,3,693.95
11,2,302.1
474,3,549.12
519,1,113.65
274,5,3255.96
24,16,3387.58
40,19,3491.2
7,4,294.25
3,127,126389.02
70,8,2585.62
212,1,370.79999999999995
409,4,1254.41
37,5,3326.86
52,1,893.59
77,5,3862.88
45,4,1174.9
178,1,1109.53
372,3,737.05
93,4,1455.56
478,1,187.51999999999998
9,8,2788.02
104,3,1553.13
77,1,773.03
172,3,1447.74
494,2,2428.08
6,53,17286.73
212,11,3625.4
427,2,546.25
21,12,1854.57
668,1,93.35000000000001
256,1,88.2
379,2,965.1999999999999
729,1,347.54
564,2,218.53
281,1,306.94
20,2,1160.07
9,6,2420.84
307,1,381.32
67,3,1046.6100000000001
214,3,776.46
17,23,13702.380000000001
462,2,83.0
103,10,3141.64
42,1,219.39000000000001
3,3,908.35
181,3,39916.5
83,1,410.48
333,7,2193.8999999999996
8,6,1477.94
530,2,554.67
30,2,703.36
196,2,993.54
17,9,3094.91
17,5,1422.52
310,9,824.35
141,4,1300.25
245,3,983.1
23,6,1505.85
28,5,2442.37
610,1,209.4
9,3,3509.43
29,12,3400.12
17,2,531.85
17,4,1352.75
14,8,2485.97
133,1,244.8
245,1,266.4
133,1,358.82
49,2,457.71999999999997
113,11,4487.27
6,5,4656.17
22,4,450.82
24,24,17024.87
536,2,449.49
65,2,711.5
59,5,1783.68
49,23,6860.18
169,1,330.11
394,1,80.28
17,5,977.9300000000001
127,5,1806.9
14,10,1596.29
238,2,305.68
2,4,1286.7
520,2,823.4
393,1,502.52
239,2,178.96
51,8,3243.69
457,7,1388.47
45,6,2619.92
225,2,563.63
7,29,12160.31
3,4,1194.73
164,2,1327.16
239,1,623.5
10,1,301.29
133,5,1554.6100000000001
16,13,8977.94
422,2,2085.61
9,14,5263.83
30,1,329.25
74,3,1343.72
382,1,383.96999999999997
0,3,961.49
3,5,2654.11
44,2,606.02
1,34,22116.73
356,4,589.27
387,1,119.92
730,1,312.9
17,2,304.47
68,9,2028.1100000000001
372,1,487.75
467,1,167.16
320,5,1627.62
25,1,106.56
381,2,569.22
406,1,81.15
330,1,1289.5
8,5,1624.05
380,7,1494.6
322,2,481.46
71,1,224.14
667,1,988.04
425,1,948.93
259,1,40.5
17,13,7491.92
366,3,816.9300000000001
65,5,1200.2
153,11,2998.952
547,3,639.93
28,4,685.39
69,1,310.62
13,5,1403.2
1,16,4777.18
724,1,310.43
0,46,17524.38
433,1,834.4399999999999
462,3,588.05
119,5,1666.3899999999999
60,1,499.32
2,28,12021.53
2,1,3861.0
432,2,313.7
10,6,1877.51
91,5,571.35
58,10,3122.4
494,1,549.05
86,7,1842.95
419,3,6001.49
25,15,4400.18
356,1,316.58
84,2,653.24
9,4,420.3
415,3,683.92
0,6,970.52
729,1,178.98000000000002
224,3,1176.19
59,2,894.4100000000001
240,2,208.28
318,2,328.35
1,8,1661.44
46,7,2422.43
87,2,486.09
562,1,426.24
10,22,11468.83
175,2,685.45
51,6,1778.96
365,4,2062.2
318,11,3550.91
225,5,1417.95
357,5,871.36
233,1,409.40000000000003
310,1,154.41
36,9,2488.4900000000002
65,6,5580.2699999999995
585,1,160.5
238,2,429.6
620,1,250.26
112,2,612.06
400,1,59.400000000000006
276,1,197.0
217,16,2772.76
298,1,321.05
1,4,1412.32
28,3,1071.99
9,2,780.59
44,12,4459.98
66,11,3050.16
421,1,302.04
73,2,927.28
64,3,912.08
133,8,4610.84
237,3,780.4
121,3,976.06
410,3,1893.93
31,18,9266.0
640,1,60.0
8,21,20324.54
35,5,2103.41
15,8,2055.09
126,3,1088.35
66,9,3706.02
148,2,170.4
282,2,685.9
168,2,623.16
512,4,1182.3799999999999
99,25,8767.73
134,4,1508.0
323,3,418.82
106,1,156.51
63,2,848.4
150,4,3345.64
337,5,852.21
21,5,1717.36
478,3,961.9000000000001
23,3,1225.3600000000001
15,21,8524.86
6,24,4528.54
56,6,2030.95
599,1,228.96
3,2,716.57
37,1,615.14
65,4,619.8
46,2,476.34
561,4,496.15999999999997
354,5,1580.54
171,3,397.52
58,16,8543.57
569,1,348.59
389,3,148.32999999999998
499,1,24.75
407,1,94.92
49,1,240.55
21,5,856.03
42,10,3715.38
28,5,1593.09
4,26,10496.28
25,40,13517.76
200,1,178.39
665,1,247.5
410,1,233.35
653,1,207.04
50,12,10323.03
9,3,641.94
1,23,9061.77
66,10,6156.53
63,1,496.44
50,17,6909.67
729,1,308.0
289,3,1224.18
60,9,796.4
554,1,93.6
63,9,3484.73
95,1,205.3
273,1,310.47
610,4,797.96
478,1,1634.64
0,208,114966.42
74,12,2930.19
109,1,52.0
198,3,820.4499999999999
63,2,570.5
326,1,165.0
676,1,129.75
3,1,312.62
283,1,204.5
43,1,267.13
70,12,6709.7300000000005
85,2,1390.86
562,3,434.6
700,1,140.22000000000003
103,8,1601.46
333,5,1700.52
52,1,208.75
407,1,107.24
38,11,2958.83
31,2,714.9599999999999
499,3,767.91
365,6,4892.68
207,1,1028.56
156,3,350.82
53,1,170.22
401,1,240.5
410,1,373.02
676,1,277.93
65,7,1821.02
561,1,105.5
80,2,2402.72
129,1,406.09
86,1,364.5
0,3,563.94
45,1,393.54
332,3,596.12
365,4,1162.0
71,1,158.04
157,2,463.91
372,2,547.6
11,10,3430.22
548,1,111.15
254,7,2794.47
602,3,284.4
28,2,277.05
30,13,3239.57
4,42,16425.86
662,8,181.35
39,1,427.93
361,4,689.07
448,2,613.08
372,2,678.11
95,2,913.19
25,13,4557.13
74,7,2389.08
56,11,5081.33
20,2,722.74
491,11,6251.26
40,8,3739.01
661,1,59.400000000000006
136,8,6017.0599999999995
7,17,3084.54
128,2,307.32
689,1,60.959999999999994
39,3,1221.56
382,4,1211.75
462,2,246.5
168,8,4877.84
8,11,3248.96
213,5,1890.57
14,12,13733.55
169,4,2027.79
39,3,942.08
185,1,394.14
491,1,468.65
269,1,140.54
171,5,2733.8
395,2,1216.66
583,1,289.87
4,7,2911.62
15,5,891.34
9,11,5286.8
325,1,107.45
112,2,796.38
289,1,94.0
15,2,1345.53
0,3,815.77
91,8,1302.3
451,2,216.95
148,6,1830.54
491,2,170.88
375,1,257.06
188,2,659.84
30,4,975.87
33,4,1046.74
263,1,267.18
720,1,131.25
83,10,4685.72
25,4,1348.93
170,1,190.53
691,5,6798.72
9,3,774.9
312,1,559.61
64,7,4572.82
84,1,508.8
424,2,449.42
24,1,135.86
433,6,743.0
58,10,3805.34
322,7,1619.97
37,3,266.89
253,3,597.78
399,4,1941.1200000000001
18,9,2156.35
32,3,1430.54
14,4,762.75
26,2,397.35
467,2,954.75
502,1,153.24
22,2,320.76
213,2,533.3
7,11,2567.06
21,1,149.29
11,3,1067.75
261,2,393.45
130,1,156.57999999999998
404,4,1269.05
54,3,383.68
395,3,1254.21
248,1,594.0
1,14,5114.2300000000005
8,2,1411.21
263,2,284.5
376,3,399.75
330,5,492.88
312,2,788.81
25,3,974.52
29,1,429.84
433,2,226.86
29,6,1785.1100000000001
1,7,1371.77
361,2,305.99
597,1,38.25
282,10,2091.52
261,1,237.07
24,2,370.44
416,2,202.82999999999998
353,1,214.26
460,2,429.7
93,4,737.05
28,1,126.14
337,1,1044.65
19,32,12100.4
84,4,1560.46
8,3,524.88
50,3,1430.48
49,3,874.25
575,1,63.419999999999995
1,3,1292.01
112,1,371.56
13,8,2046.0
595,1,150.35
76,1,454.11
379,4,2209.98
649,1,368.4
39,3,1983.48
732,1,147.4
115,5,6279.0
400,1,1993.34
15,19,14417.36
160,10,817.82
0,6,4652.1
29,7,4810.92
526,1,102.0
679,1,231.32
92,5,431.92
22,8,2419.61
429,1,210.85
94,6,3100.09
27,2,659.4599999999999
32,9,4121.68
20,5,3702.6
378,1,246.5
630,1,146.14
17,9,8657.39
2,44,24972.86
723,1,158.65
7,4,1131.56
404,2,399.95
15,14,13003.869999999999
362,2,257.3
80,4,402.7
52,5,3610.96
22,6,2030.33
171,1,475.86
188,6,1000.27
379,1,152.41
330,1,250.0
11,5,900.53
155,4,331.58
32,35,26437.05
11,18,6392.06
386,1,171.81
44,3,62.43
232,1,267.03
63,15,4189.99
382,2,344.61
1,1,343.5
39,16,7098.24
32,2,397.99
83,16,17259.19
24,2,591.4
1,4,890.22
32,2,148.44
18,23,5554.89
253,1,229.33
22,12,4783.66
21,5,1808.68
7,2,1972.39
24,10,3738.85
18,3,807.57
725,1,162.25
